Sensor_RED,Sensor_NIR,Etiqueta
0.23692332899977053,0.5736882484311625,Cultivo_Maiz_Lote_A
0.20856841405949852,0.5645600024182609,Cultivo_Maiz_Lote_A
0.194217585880588,0.5654738142840796,Cultivo_Maiz_Lote_A
0.18494481522053557,0.5652709560598309,Cultivo_Maiz_Lote_A
0.12607390048162864,0.47685319224418743,Cultivo_Maiz_Lote_A
0.16400778958026457,0.5245162069473928,Cultivo_Maiz_Lote_A
0.17696806145201063,0.5320755429383894,Cultivo_Maiz_Lote_A
0.2528561113109458,0.5892183043972824,Cultivo_Maiz_Lote_A
0.21718091447842308,0.6090538163883604,Cultivo_Maiz_Lote_A
0.11184799223186331,0.4975780280047098,Cultivo_Maiz_Lote_A
0.21620419846973976,0.5477456796890909,Cultivo_Maiz_Lote_A
0.18074588597918417,0.562953947724443,Cultivo_Maiz_Lote_A
0.16615389998470206,0.5753662439280144,Cultivo_Maiz_Lote_A
0.2305838144420434,0.6051163567646577,Cultivo_Maiz_Lote_A
0.25154997612479757,0.5708525815807579,Cultivo_Maiz_Lote_A
0.24656400595580993,0.587566523307323,Cultivo_Maiz_Lote_A
0.1580391238388681,0.551769522054827,Cultivo_Maiz_Lote_A
0.1845393812074393,0.5334781156535758,Cultivo_Maiz_Lote_A
0.2165631715701782,0.5821269258190671,Cultivo_Maiz_Lote_A
0.24877725635611797,0.6145144861534811,Cultivo_Maiz_Lote_A
0.1760412881077355,0.5222944210546268,Cultivo_Maiz_Lote_A
0.19071705116680915,0.5513831338122113,Cultivo_Maiz_Lote_A
0.1446832512996986,0.4509212542383775,Cultivo_Maiz_Lote_A
0.14018966879596648,0.4916639822100874,Cultivo_Maiz_Lote_A
0.2406262911197099,0.5874496698679048,Cultivo_Maiz_Lote_A
0.26781200142854117,0.589293937503536,Cultivo_Maiz_Lote_A
0.19639949392098333,0.5897678212154194,Cultivo_Maiz_Lote_A
0.25017664489460123,0.5715384883564684,Cultivo_Maiz_Lote_A
0.21808180125238172,0.5656645512679658,Cultivo_Maiz_Lote_A
0.16774401226974378,0.5368100213615169,Cultivo_Maiz_Lote_A
0.2180697802754207,0.6032812900016589,Cultivo_Maiz_Lote_A
0.27690182832329846,0.59280421963505,Cultivo_Maiz_Lote_A
0.19820869804450245,0.5818302334787012,Cultivo_Maiz_Lote_A
0.27823218279070033,0.622790407452952,Cultivo_Maiz_Lote_A
0.06901274479551278,0.4355800228154512,Cultivo_Maiz_Lote_A
0.2410951252187612,0.6021181696602744,Cultivo_Maiz_Lote_A
0.20435235341190858,0.5674630766409963,Cultivo_Maiz_Lote_A
0.18504963247670664,0.5360353684381894,Cultivo_Maiz_Lote_A
0.20458803882677512,0.5650664727612205,Cultivo_Maiz_Lote_A
0.10062155426995537,0.4727909714787291,Cultivo_Maiz_Lote_A
0.1890164056081244,0.5534834713915245,Cultivo_Maiz_Lote_A
0.21785562857558732,0.5875271163508908,Cultivo_Maiz_Lote_A
0.2738947022370758,0.6508360981125677,Cultivo_Maiz_Lote_A
0.17408648908631763,0.5145128812925172,Cultivo_Maiz_Lote_A
0.15957531985534062,0.5703209233773979,Cultivo_Maiz_Lote_A
0.1749121478207732,0.5008879622661686,Cultivo_Maiz_Lote_A
0.24577010588510373,0.5935803828073714,Cultivo_Maiz_Lote_A
0.21643755548298424,0.584916388516079,Cultivo_Maiz_Lote_A
0.17351198981164806,0.5444294292040192,Cultivo_Maiz_Lote_A
0.22566337165566783,0.5680767069281224,Cultivo_Maiz_Lote_A
0.20485387746740202,0.5597206569667761,Cultivo_Maiz_Lote_A
0.24843224952664447,0.5888857809281389,Cultivo_Maiz_Lote_A
0.1648973453061324,0.5201305811060217,Cultivo_Maiz_Lote_A
0.1836168926701116,0.5638855560765098,Cultivo_Maiz_Lote_A
0.1803945923433921,0.5514559835940147,Cultivo_Maiz_Lote_A
0.12682425259339408,0.4876012101695022,Cultivo_Maiz_Lote_A
0.2148060138532288,0.5898368085912481,Cultivo_Maiz_Lote_A
0.21305276360899447,0.5765882013047278,Cultivo_Maiz_Lote_A
0.20025567283212306,0.5764617806424777,Cultivo_Maiz_Lote_A
0.18827064333124266,0.5632090915034664,Cultivo_Maiz_Lote_A
0.12923146289747928,0.486805270099542,Cultivo_Maiz_Lote_A
0.17896773386173206,0.5319705662854463,Cultivo_Maiz_Lote_A
0.18286427417366152,0.5612372914413944,Cultivo_Maiz_Lote_A
0.15988613653891906,0.5401163145398046,Cultivo_Maiz_Lote_A
0.19193571441669954,0.5531305396540767,Cultivo_Maiz_Lote_A
0.22020254284072693,0.5785085819387572,Cultivo_Maiz_Lote_A
0.2943092950605265,0.6610007339641897,Cultivo_Maiz_Lote_A
0.20872889064159195,0.555151684736557,Cultivo_Maiz_Lote_A
0.21287751953613823,0.5812439632523114,Cultivo_Maiz_Lote_A
0.19627770421169166,0.5529783103206755,Cultivo_Maiz_Lote_A
0.10406143923504793,0.47889552732349394,Cultivo_Maiz_Lote_A
0.19867430622753918,0.5809149820217752,Cultivo_Maiz_Lote_A
0.20301151049705132,0.5789175353774016,Cultivo_Maiz_Lote_A
0.32316210562426434,0.6747998772194244,Cultivo_Maiz_Lote_A
0.19038195176094388,0.5784151375518417,Cultivo_Maiz_Lote_A
0.21507736711668063,0.5724819705259997,Cultivo_Maiz_Lote_A
0.19826441151473784,0.5722505886376896,Cultivo_Maiz_Lote_A
0.1415660981190234,0.5070475433633497,Cultivo_Maiz_Lote_A
0.25714114072575106,0.6121962396303697,Cultivo_Maiz_Lote_A
0.2375966516343387,0.5874744602201173,Cultivo_Maiz_Lote_A
0.23955159735215237,0.5935811971815763,Cultivo_Maiz_Lote_A
0.15453062726026306,0.5355276423169487,Cultivo_Maiz_Lote_A
0.270139715546805,0.5997473587727746,Cultivo_Maiz_Lote_A
0.12990744686038597,0.545773703002018,Cultivo_Maiz_Lote_A
0.22934285469001353,0.5633539361220168,Cultivo_Maiz_Lote_A
0.3095227812904989,0.6233344527766446,Cultivo_Maiz_Lote_A
0.15047318374346558,0.5435407644647738,Cultivo_Maiz_Lote_A
0.1716851135198614,0.5531813446951479,Cultivo_Maiz_Lote_A
0.20498256825438207,0.5764684509445488,Cultivo_Maiz_Lote_A
0.17482621729419004,0.5524278840206377,Cultivo_Maiz_Lote_A
0.12246682844669338,0.49772852730041645,Cultivo_Maiz_Lote_A
0.20342814874030138,0.5447974315625246,Cultivo_Maiz_Lote_A
0.14688481431369477,0.5190239426148304,Cultivo_Maiz_Lote_A
0.22367962153175908,0.565400462995165,Cultivo_Maiz_Lote_A
0.15402878828830985,0.5427254252990029,Cultivo_Maiz_Lote_A
0.277496720250877,0.6190562285706589,Cultivo_Maiz_Lote_A
0.16083733538318815,0.5121599243707002,Cultivo_Maiz_Lote_A
0.18389692418971623,0.5406898225187131,Cultivo_Maiz_Lote_A
0.2406758608684835,0.6007993177802993,Cultivo_Maiz_Lote_A
0.13845678417830226,0.4994909362865624,Cultivo_Maiz_Lote_A
0.21137299673020649,0.5526539894728366,Cultivo_Maiz_Lote_A
0.2653571377141214,0.6171594544011354,Cultivo_Maiz_Lote_A
0.11962583827193862,0.5006000020397254,Cultivo_Maiz_Lote_A
0.20923169292661523,0.5572464908338697,Cultivo_Maiz_Lote_A
0.21299413971242118,0.5609745456575705,Cultivo_Maiz_Lote_A
0.23909114358886552,0.5959139136182452,Cultivo_Maiz_Lote_A
0.1381524644560959,0.4815602847349303,Cultivo_Maiz_Lote_A
0.13397716934578618,0.4790324599890979,Cultivo_Maiz_Lote_A
0.2260970782808449,0.5665087781996272,Cultivo_Maiz_Lote_A
0.2148492336616593,0.5676104438950905,Cultivo_Maiz_Lote_A
0.21252464251729383,0.5762378653257951,Cultivo_Maiz_Lote_A
0.2173224104748488,0.6033650527188701,Cultivo_Maiz_Lote_A
0.16599876392107546,0.5499522036009008,Cultivo_Maiz_Lote_A
0.21161268485805018,0.5660913772871716,Cultivo_Maiz_Lote_A
0.21465362366493407,0.5713425747738935,Cultivo_Maiz_Lote_A
0.16428242909868163,0.5113753559861891,Cultivo_Maiz_Lote_A
0.29328872555723784,0.6342607177259425,Cultivo_Maiz_Lote_A
0.2236916460455894,0.5731801440580688,Cultivo_Maiz_Lote_A
0.14043482513986758,0.5188022313186559,Cultivo_Maiz_Lote_A
0.2328276804316915,0.5697175254743068,Cultivo_Maiz_Lote_A
0.15126591648863394,0.5313996634757306,Cultivo_Maiz_Lote_A
0.23935423018712262,0.6221381624097497,Cultivo_Maiz_Lote_A
0.2579297789503702,0.6041686201911591,Cultivo_Maiz_Lote_A
0.1589658840824145,0.5352069417079104,Cultivo_Maiz_Lote_A
0.24816880646221612,0.6123379250039952,Cultivo_Maiz_Lote_A
0.22063904634682494,0.5684868276397432,Cultivo_Maiz_Lote_A
0.2411030079997245,0.597364256035988,Cultivo_Maiz_Lote_A
0.2948396491326974,0.6361235673217938,Cultivo_Maiz_Lote_A
0.1877305941998565,0.5521379973308619,Cultivo_Maiz_Lote_A
0.16231319178212553,0.5143903577485911,Cultivo_Maiz_Lote_A
0.15552427851872386,0.524909626300158,Cultivo_Maiz_Lote_A
0.1592094857517281,0.5373275544262915,Cultivo_Maiz_Lote_A
0.1961449145292948,0.5859388037793367,Cultivo_Maiz_Lote_A
0.2170575987408322,0.5928314955143699,Cultivo_Maiz_Lote_A
0.21383453996650095,0.614131281123432,Cultivo_Maiz_Lote_A
0.2413591624518012,0.57774037870368,Cultivo_Maiz_Lote_A
0.20065009459389535,0.5779664884095299,Cultivo_Maiz_Lote_A
0.27267670385786585,0.6218082032010598,Cultivo_Maiz_Lote_A
0.1867671583381022,0.5932097853348353,Cultivo_Maiz_Lote_A
0.33600845832948095,0.6526408009564817,Cultivo_Maiz_Lote_A
0.23128336738825034,0.5682322570669848,Cultivo_Maiz_Lote_A
0.15714212217918588,0.5137258448344683,Cultivo_Maiz_Lote_A
0.1464553750969444,0.4746863855913594,Cultivo_Maiz_Lote_A
0.22412362076215928,0.5687837961761122,Cultivo_Maiz_Lote_A
0.18882686073370747,0.5358788353558921,Cultivo_Maiz_Lote_A
0.2357000247046046,0.5915678954932079,Cultivo_Maiz_Lote_A
0.22366188122867725,0.585764624498485,Cultivo_Maiz_Lote_A
0.19635855436715638,0.5946102602780429,Cultivo_Maiz_Lote_A
0.15766031409657977,0.5451367280409849,Cultivo_Maiz_Lote_A
0.12425763876570678,0.4878680378993174,Cultivo_Maiz_Lote_A
0.17767425239664897,0.5241711084903521,Cultivo_Maiz_Lote_A
0.24281993971617363,0.604094335203069,Cultivo_Maiz_Lote_A
0.2107046872065102,0.5421590856247953,Cultivo_Maiz_Lote_A
0.13771306106440062,0.5467996241686076,Cultivo_Maiz_Lote_A
0.2086590462925591,0.5905160394484731,Cultivo_Maiz_Lote_A
0.21926586898644185,0.5660291821470593,Cultivo_Maiz_Lote_A
0.15580712818994336,0.4903830119701372,Cultivo_Maiz_Lote_A
0.2076862552972764,0.5932264517211294,Cultivo_Maiz_Lote_A
0.20291043592230001,0.5600375518327877,Cultivo_Maiz_Lote_A
0.14285148510846885,0.5390375143262444,Cultivo_Maiz_Lote_A
